Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
1,2.305719557262602,2.30591082572937,10.712783360598271,10.653333333333334
2,2.3046369666144964,2.3048853874206543,10.78975855414882,10.906666666666666
3,2.303606317156837,2.3038461208343506,11.096066300922143,10.946666666666667
4,2.3023701962970553,2.3029335737228394,11.26533706002179,11.133333333333333
5,2.3002087502252486,2.3018245697021484,11.394176931690929,11.613333333333333
6,2.298987377257574,2.300848960876465,11.650212227094716,11.653333333333334
7,2.2978901976630803,2.299768567085266,11.990436058898727,11.866666666666667
8,2.296518007914225,2.298815608024597,12.1174688264771,12.28
9,2.2953109173547652,2.2979782819747925,12.881681625383733,12.466666666666667
10,2.2944527126493908,2.297019839286804,12.779732582688247,12.706666666666667
11,2.294281459990002,2.29578697681427,12.88529796375864,12.933333333333334
12,2.292040995189122,2.2952394485473633,13.467696364663778,12.92
13,2.2909297602517262,2.294336199760437,13.626667291778991,12.92
14,2.29018505414327,2.29337215423584,13.682376759734451,13.253333333333334
15,2.28912049248105,2.292220711708069,13.708847736625515,13.48
16,2.2876217705862865,2.2911295890808105,14.178366154715915,14.013333333333334
17,2.2874957493373325,2.2903754711151123,14.288390390109118,13.986666666666666
18,2.2849858715420677,2.289401412010193,14.662529092319627,13.626666666666667
19,2.284754900705247,2.2886111736297607,14.57023801115898,14.053333333333333
20,2.283239251091367,2.287726640701294,14.757491649809474,14.32
21,2.2822492009117488,2.286782145500183,14.90452783816996,14.653333333333334
22,2.2804977780296687,2.2858214378356934,15.721545916558327,14.986666666666666
23,2.279348452885946,2.2849806547164917,15.756199217926804,14.893333333333333
24,2.279291198367164,2.283981680870056,15.649941656942824,15.16
25,2.2784044401986256,2.283049702644348,15.67099969769551,14.906666666666666
26,2.276457877386184,2.2822345495224,15.964210030609843,15.293333333333333
27,2.275559902191162,2.281255602836609,16.117916401142345,15.626666666666667
28,2.2735872382209417,2.2802666425704956,16.39869855368466,15.506666666666666
29,2.2726296243213473,2.2791744470596313,16.607632001511288,15.813333333333333
30,2.2710702532813665,2.278070569038391,16.68321043675553,15.693333333333333
31,2.270667166936965,2.2768642902374268,16.852657461698506,15.946666666666667
32,2.2698337577638172,2.2756710052490234,17.08670902520254,16.093333333333334
33,2.2682546093350364,2.274804711341858,17.011214384379464,16.346666666666668
34,2.266847247169131,2.2736871242523193,17.648307583441444,16.28
35,2.264690637588501,2.2723110914230347,17.832440216236634,16.506666666666668
36,2.2637692406063987,2.271231174468994,17.912569600758204,16.453333333333333
37,2.264398620242164,2.2697057723999023,17.56214915797915,16.85333333333333
38,2.2605163142794655,2.268743395805359,18.538932224765286,17.093333333333334
39,2.260119074866885,2.267412781715393,17.9722533632287,16.893333333333334
40,2.258620943341936,2.2660558223724365,18.528744238283537,16.973333333333333
41,2.2586859862009683,2.264754295349121,18.11414976562316,17.226666666666667
42,2.2572865713210333,2.263516664505005,18.52564855029933,17.30666666666667
43,2.254830212820144,2.2621041536331177,18.897490469396825,17.48
44,2.253157206944057,2.2607059478759766,18.975846777997923,17.533333333333335
45,2.251785607565017,2.259183645248413,19.32850003519392,17.88
46,2.24944764091855,2.257724404335022,19.153994633021043,17.76
47,2.2479581719353083,2.2561408281326294,19.504571200263225,18.226666666666667
48,2.246946936561948,2.2543598413467407,19.257832929206486,18.053333333333335
49,2.2451614765893844,2.2528055906295776,19.438854308045116,18.253333333333334
50,2.2441945303054083,2.251083016395569,19.33972161992026,18.453333333333333
51,2.243086428869338,2.2492809295654297,19.26292240668786,18.44
52,2.2401118846166703,2.247583746910095,19.53436491361306,18.373333333333335
53,2.236920504342942,2.2454516887664795,20.03510414228879,18.466666666666665
54,2.235339187440418,2.243340849876404,20.071795359452263,18.573333333333334
55,2.2319950376238142,2.2411632537841797,20.349716446124763,18.293333333333333
56,2.2318965253375826,2.2391947507858276,20.13724061758278,18.653333333333332
57,2.2292951742808023,2.237239122390747,20.187206752646595,18.506666666666668
58,2.2275436378660656,2.2350441217422485,20.304902398346293,18.6
59,2.225162767228626,2.232456922531128,20.218156228008446,18.72
60,2.223237185251145,2.2296981811523438,19.991063869814692,18.893333333333334
61,2.220339741025652,2.227052927017212,20.199355712218125,19.133333333333333
