Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
48,2.2059510321844193,2.2125595808029175,20.336047926612373,19.186666666666667
49,2.2007650647844588,2.2093305587768555,20.58071627928794,19.053333333333335
50,2.1984065487271263,2.206148624420166,20.546551520170354,19.16
51,2.1951872621263777,2.2030115127563477,20.849793077501882,19.28
52,2.1917764232272194,2.199549436569214,20.924389665797584,19.30666666666667
53,2.1860068639119468,2.195687413215637,21.127390935644964,19.426666666666666
54,2.1824964795793806,2.1920515298843384,21.34896950480276,19.48
55,2.181493600209554,2.188597798347473,21.359498089532526,19.626666666666665
56,2.178070215951829,2.1844769716262817,21.10781962665162,19.813333333333333
57,2.174161127635411,2.1806092262268066,21.722458773436212,19.733333333333334
58,2.167378232592628,2.176756739616394,21.715366827832668,19.92
59,2.164567481903803,2.172794222831726,21.948290477536027,20.106666666666666
60,2.157330524353754,2.168592929840088,22.178222461747545,20.466666666666665
61,2.1555539199284146,2.164896845817566,22.121764321091486,20.426666666666666
62,2.149747576032366,2.160770893096924,22.20820189274448,20.573333333333334
63,2.145283415204003,2.157039523124695,22.582077345484286,20.866666666666667
64,2.1422914209819974,2.1529163122177124,22.709182111485294,21.013333333333332
65,2.1373244467235746,2.1490492820739746,22.559444170598315,21.24
66,2.1337077731177923,2.144906759262085,22.930191930876553,21.76
67,2.130479108719599,2.1407498121261597,23.128628169874734,21.613333333333333
68,2.1229079564412436,2.136803150177002,23.284376678263712,21.906666666666666
69,2.1236719517480758,2.1323835849761963,23.134660943400654,21.773333333333333
70,2.1182786510104226,2.12839138507843,22.882054907505598,22.12
71,2.1134535925728932,2.1240583658218384,23.333097978300266,22.14666666666667
72,2.1117439497084844,2.12059223651886,23.386944181646168,22.28
73,2.104728312719436,2.1163032054901123,23.906869763184453,22.453333333333333
74,2.0999815804617747,2.1122769117355347,23.653252233774193,22.706666666666667
75,2.0965810730343772,2.10847270488739,23.81132164515444,22.973333333333333
76,2.093265113376436,2.1045913696289062,24.095097852935588,23.253333333333334
77,2.0905237879071916,2.1005388498306274,24.647837474339916,23.413333333333334
78,2.089207478931972,2.097166419029236,24.350977946195307,23.56
79,2.081343344279698,2.093493938446045,24.742608859922548,23.69333333333333
80,2.0787906646728516,2.089601516723633,25.068515612189923,23.85333333333333
81,2.076355638958159,2.0865622758865356,24.974154135338345,23.946666666666665
82,2.0724677244822183,2.0834078788757324,25.482415739625406,24.08
83,2.0684709548950195,2.0794519186019897,25.629709617596657,24.173333333333332
84,2.0604037670862105,2.0764975547790527,26.096706377014716,24.36
85,2.058428173973447,2.0725553035736084,25.920064250956678,24.773333333333333
86,2.055442446754092,2.0700687170028687,25.83545137908312,24.68
87,2.0585331803276423,2.0671489238739014,26.10994406023556,25.04
88,2.0491582666124617,2.064387083053589,26.550337464431014,25.213333333333335
89,2.047095707484654,2.0603907108306885,27.013949536195625,25.36
90,2.045531011763073,2.0574547052383423,27.002662431687607,25.72
91,2.0407803058624268,2.0538517236709595,26.93672313729176,25.786666666666665
92,2.042223919005621,2.0509443283081055,27.320233619446217,26.266666666666666
93,2.0342088653927757,2.047859787940979,27.2363214141845,26.293333333333333
94,2.0309200286865234,2.0443443059921265,27.806871286663693,26.626666666666665
95,2.025887409845988,2.04181444644928,28.022159358793022,26.893333333333334
96,2.0250724724360873,2.0385327339172363,28.110926759895708,27.093333333333334
97,2.026895489011492,2.035313129425049,28.333412109467314,27.30666666666667
98,2.0220264934358143,2.032320976257324,28.782643443104625,27.506666666666668
99,2.0149150008247014,2.029403567314148,28.713677500407137,27.746666666666666
100,2.012049680664426,2.025699257850647,28.865081233812102,27.946666666666665
