Epoch,Train Loss,Test Loss
1,4.540269987923758,4.5485451221466064
2,4.549706356866019,4.547152996063232
3,4.542039496558053,4.545290470123291
4,4.541133505957467,4.544072151184082
5,4.541243723460606,4.542232275009155
