Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
1,5.486716406685965,4.265774488449097,9.49074074074074,14.666666666666666
2,3.481127841132028,3.1302812099456787,12.847222222222221,12.0
3,2.7625380073274886,2.6929595470428467,14.07942238267148,10.666666666666666
4,2.575224382536752,2.6870646476745605,11.366245694603904,8.0
5,2.5240326949528287,2.5798691511154175,14.269141531322505,10.0
6,2.444949609892709,2.5491678714752197,14.768883878241263,12.666666666666666
7,2.4626224722181047,2.4677929878234863,14.150943396226415,13.333333333333334
8,2.443412865911211,2.469076633453369,12.976190476190476,12.0
9,2.4197384800229753,2.4351582527160645,14.170506912442397,16.666666666666668
10,2.3669892038617815,2.583248496055603,17.26775956284153,15.333333333333334
