Epoch,Train Loss,Test Loss
1,15.360035705566407,12.354968070983887
2,13.812007331848145,12.68060302734375
3,12.252295303344727,12.27064323425293
4,10.655643081665039,11.191473007202148
5,9.01756772994995,10.915609359741211
6,7.466548299789428,10.185585021972656
7,5.939521074295044,10.295692443847656
8,4.47094955444336,9.473094940185547
9,3.022058439254761,9.069598197937012
10,1.7949904918670654,9.005716323852539
