Epoch,Train Loss,Test Loss
1,15.415150451660157,12.400991439819336
2,14.021203327178956,12.782489776611328
3,12.614958381652832,12.439199447631836
4,11.176173973083497,11.385354995727539
5,9.69142713546753,11.13280963897705
6,8.284708023071289,10.474692344665527
7,6.894476222991943,10.60919189453125
8,5.544324731826782,9.785909652709961
9,4.166193151473999,9.358746528625488
10,2.9249162435531617,9.129508972167969
