Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
55,2.271003484725952,2.2851154804229736,17.209740030584637,12.8
56,2.271119409137302,2.2845733165740967,17.14782608695652,13.0
57,2.273186206817627,2.282853841781616,17.380501656412683,13.6
58,2.2688312265608044,2.2823965549468994,17.91691047396138,13.4
59,2.2699782848358154,2.2823078632354736,17.56029033013346,13.6
60,2.271699481540256,2.2814877033233643,17.377398720682304,13.4
61,2.2681701713138156,2.2817513942718506,17.448646125116714,13.466666666666667
62,2.267329454421997,2.281344413757324,18.408255248487723,13.466666666666667
63,2.270717912250095,2.280323028564453,17.221704704238473,13.2
64,2.2652406957414417,2.2792155742645264,18.361846730724164,13.333333333333334
65,2.265905009375678,2.278510093688965,17.893284268629255,13.866666666666667
66,2.2645303673214383,2.277825355529785,18.813042458362656,14.0
67,2.2642638418409557,2.2771060466766357,18.035330627834806,13.8
68,2.264011436038547,2.2770743370056152,18.526315789473685,14.066666666666666
69,2.264663060506185,2.2761824131011963,18.34409864944216,14.4
70,2.263943168852064,2.2758145332336426,18.54403490641865,14.4
71,2.2605989244249134,2.27565336227417,19.599764567392583,14.666666666666666
72,2.2621120611826577,2.2749440670013428,19.308491998598296,14.866666666666667
73,2.2613477441999645,2.2748594284057617,19.714352610629827,14.8
74,2.2612978087531195,2.274146795272827,18.528128317018517,14.933333333333334
75,2.2583159605662027,2.273975372314453,19.46230274693162,15.066666666666666
76,2.258795049455431,2.273327589035034,20.081281377002153,15.8
77,2.258375777138604,2.2727086544036865,19.892215568862277,15.133333333333333
78,2.2556954754723444,2.272034168243408,20.101630820137082,14.866666666666667
79,2.2552943759494357,2.270793914794922,20.26290857413548,15.866666666666667
80,2.2574305534362793,2.2700910568237305,20.246189917936693,15.133333333333333
81,2.256340185801188,2.2693350315093994,20.323109342074456,15.066666666666666
82,2.254425393210517,2.2680280208587646,20.35273368606702,16.2
83,2.2526706324683294,2.267512321472168,19.962423673085954,16.066666666666666
84,2.2505118581983776,2.2662911415100098,21.42274052478134,16.533333333333335
85,2.253174410925971,2.265972852706909,20.593348012515936,16.8
86,2.252411683400472,2.2646994590759277,20.918187168922895,16.8
87,2.250638564427694,2.263662815093994,21.1383065932779,16.866666666666667
88,2.2512325445810952,2.2632505893707275,21.02698205158683,16.4
89,2.248301559024387,2.2624266147613525,21.582479689155775,16.6
90,2.246721453136868,2.260460615158081,22.06178245946266,16.866666666666667
91,2.2465472486284046,2.2598187923431396,21.728833629366488,17.466666666666665
92,2.2477657794952393,2.259279727935791,21.833703660390597,17.8
93,2.241442733340793,2.258413791656494,23.407794676806084,16.6
94,2.2417361736297607,2.2574844360351562,22.38379022646007,17.133333333333333
95,2.2421511014302573,2.2567920684814453,22.544227188081937,18.066666666666666
96,2.24484560224745,2.2566771507263184,22.07792207792208,18.2
97,2.241400851143731,2.256094455718994,22.15234102026555,19.0
98,2.2423869238959417,2.2552785873413086,22.226131832043162,18.466666666666665
99,2.2404538790384927,2.2551052570343018,21.78325480246466,18.333333333333332
100,2.2393961482577853,2.254348039627075,22.731047573852177,18.666666666666668
