Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
1,2.312610626220703,2.3123888969421387,8.847592332865824,8.8
2,2.3108396530151367,2.3119101524353027,9.662559023379016,9.066666666666666
3,2.3085656430986194,2.3117318153381348,9.237710757539777,9.266666666666667
4,2.306582450866699,2.3108346462249756,9.25215723873442,9.266666666666667
5,2.307240539126926,2.3111629486083984,9.43307457068925,8.6
6,2.305200629764133,2.310483694076538,9.99531286618233,9.266666666666667
7,2.30412048763699,2.308915376663208,9.7396449704142,8.8
8,2.30574009153578,2.3090381622314453,9.524910414980926,9.4
9,2.3027878867255316,2.309201717376709,10.16769012753897,9.266666666666667
10,2.3017919858296714,2.3081703186035156,10.197600564573042,8.866666666666667
11,2.2999323738945856,2.3075451850891113,10.789163722025913,9.133333333333333
12,2.301616907119751,2.307509660720825,10.485549132947977,9.666666666666666
13,2.300438642501831,2.3063547611236572,10.677808727948003,9.666666666666666
14,2.2993997202979193,2.306164026260376,10.84237848041529,9.0
15,2.300458961062961,2.3053934574127197,10.621009866511898,9.2
16,2.298168500264486,2.304176092147827,10.655062918969776,9.8
17,2.297772592968411,2.303725481033325,10.95137914913511,9.733333333333333
18,2.2943116558922663,2.303755283355713,12.289242460223225,10.066666666666666
19,2.2945393986172147,2.303415060043335,11.60317831268988,9.666666666666666
20,2.293986956278483,2.3018107414245605,11.830095951322257,10.0
21,2.293445110321045,2.3013837337493896,11.959858323494688,10.0
22,2.2934990194108753,2.3011441230773926,12.102674823077846,9.933333333333334
23,2.2938109238942466,2.3004629611968994,11.956263370572854,10.2
24,2.291450950834486,2.3007664680480957,12.558851224105462,9.466666666666667
25,2.2902101145850287,2.2996444702148438,12.463565349189693,10.333333333333334
26,2.290260420905219,2.2996721267700195,12.856311809191391,10.733333333333333
27,2.29031941625807,2.2995405197143555,12.708950800237107,10.266666666666667
28,2.2875843313005237,2.2984654903411865,13.710056390977444,11.4
29,2.2880621221330433,2.298036575317383,13.308840957572885,10.866666666666667
30,2.286916626824273,2.2982540130615234,13.469196533145936,10.866666666666667
31,2.2858297559950085,2.2973954677581787,13.74753680306016,10.6
32,2.284942070643107,2.297224521636963,13.884258156703977,10.0
33,2.2840200000339084,2.2974953651428223,13.845440852740122,10.8
34,2.284335560268826,2.296849489212036,13.754646840148698,10.933333333333334
35,2.281674305597941,2.296722888946533,13.955111059425514,10.4
36,2.28341982099745,2.296649694442749,14.024534088228355,11.333333333333334
37,2.282493485344781,2.295611619949341,14.515940674997081,11.066666666666666
38,2.2819027635786266,2.2946324348449707,14.729493891797556,11.733333333333333
39,2.281773090362549,2.2934410572052,14.72714552238806,11.333333333333334
40,2.2814474370744495,2.293499708175659,14.939167056621432,10.933333333333334
41,2.280812078052097,2.2922797203063965,15.128235433163928,11.533333333333333
42,2.2799934811062283,2.29166579246521,15.388235294117647,11.2
43,2.2772064208984375,2.2899608612060547,15.905604719764012,11.533333333333333
44,2.277591731813219,2.289172649383545,15.355405245045686,12.2
45,2.2784314685397677,2.288648843765259,15.769593956562796,11.933333333333334
46,2.278523418638441,2.288665294647217,15.526780459093585,11.866666666666667
47,2.276394314236111,2.2885735034942627,15.637568015140761,11.933333333333334
48,2.2776293224758573,2.2884509563446045,15.889606576629477,12.466666666666667
49,2.2761113908555775,2.2878060340881348,16.326289694250974,12.2
50,2.2749973667992487,2.2870359420776367,16.286760363765207,12.0
51,2.273322820663452,2.2869083881378174,17.216494845360824,12.466666666666667
52,2.2766732109917536,2.286397933959961,16.068883610451305,12.8
53,2.2727595700158014,2.2860631942749023,16.916132097885484,13.0
54,2.2749553521474204,2.285266160964966,16.59093557031341,12.933333333333334
